总科,Superfamily,Superfamily author,科,Family,Family Author,亚科,Subfamily,Subfamily Author,族,Tribe,Tribe Author,属,Genus,Genus Author,亚属,Subgenus,Author,种,Species,Species Author,synonyms,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",云灰蝶亚科,Miletinae,"Corbet, 1939",熙灰蝶族,Spalgini,"Toxopeus, 1929",熙灰蝶属,Spalgis,"Moore, 1879",,,,熙灰蝶,Spalgis epeus,"(Westwood, 1852)",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",蚜灰蝶亚科,Tarakinae,"Wang, 2002",蚜灰蝶族,Tarakini,"Eliot, 1973",蚜灰蝶属,Taraka,"Doherty, 1889",,,,蚜灰蝶,Taraka hamada,"(Druce, 1875)",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",蚜灰蝶亚科,Tarakinae,"Wang, 2002",蚜灰蝶族,Tarakini,"Eliot, 1973",蚜灰蝶属,Taraka,"Doherty, 1889",,,,白斑蚜灰蝶,Taraka shiloi,"Tamai & Guo, 2001",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",银灰蝶亚科,Curetinae,"Distant, 1884",,,,银灰蝶属,Curetis,"Hübner, [1819]",,,,尖翅银灰蝶,Curetis acuta,"Moore, 1877",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",银灰蝶亚科,Curetinae,"Distant, 1884",,,,银灰蝶属,Curetis,"Hübner, [1819]",,,,圆翅银灰蝶,Curetis saronis,"Moore, 1877",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",银灰蝶亚科,Curetinae,"Distant, 1884",,,,银灰蝶属,Curetis,"Hübner, [1819]",,,,银灰蝶,Curetis bulis,"(Westwood, 1852)",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",银灰蝶亚科,Curetinae,"Distant, 1884",,,,银灰蝶属,Curetis,"Hübner, [1819]",,,,褐翅银灰蝶,Curetis brunnea,"Wileman, 1909",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",诗灰蝶属,Shirozua,"Sibatani & Ito, 1942",,,,诗灰蝶,Shirozua jonasi,"(Janson, 1877)",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",诗灰蝶属,Shirozua,"Sibatani & Ito, 1942",,,,媚诗灰蝶,Shirozua melpomene,"(Leech, 1890)",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",线灰蝶属,Thecla,"Fabricius, 1807",,,,线灰蝶,Thecla betulae,"(Linnaeus, 1758)",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",线灰蝶属,Thecla,"Fabricius, 1807",,,,噢线灰蝶,Thecla ohyai,"Fujioka, 1994",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",尧灰蝶属,Iozephyrus,"Wang & Fan, 2002",,,,尧灰蝶,Iozephyrus betulinus,"(Staudinger, 1887)",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",精灰蝶属,Artopoetes,"Chapman, 1909",,,,精灰蝶,Artopoetes pryeri,"(Murray, 1873)",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",精灰蝶属,Artopoetes,"Chapman, 1909",,,,璞精灰蝶,Artopoetes praetextatus,"(Fujioka, 1992)",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",赭灰蝶属,Ussuriana,"Tutt, [1907]",,,,赭灰蝶,Ussuriana michaelis,"(Oberthür, 1880)",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",赭灰蝶属,Ussuriana,"Tutt, [1907]",,,,范赭灰蝶,Ussuriana fani,"Koiwaya, 1993",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",赭灰蝶属,Ussuriana,"Tutt, [1907]",,,,,Ussuriana igarashii,"Wang & Owada, 2009",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",朝灰蝶属,Coreana,"Tutt, [1907]",,,,朝灰蝶,Coreana raphaelis,"(Oberthür, 1880)",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",陕灰蝶属,Shaanxiana,"Koiwaya, 1993",,,,陕灰蝶,Shaanxiana takashimai,"Koiwaya, 1993",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",工灰蝶属,Gonerilia,"Shir?zu & Yamamoto, 1956",,,,天使工灰蝶,Gonerilia seraphim,"(Oberthür, 1886)",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",工灰蝶属,Gonerilia,"Shir?zu & Yamamoto, 1956",,,,银线工灰蝶,Gonerilia thespis,"(Leech, 1890)",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",工灰蝶属,Gonerilia,"Shir?zu & Yamamoto, 1956",,,,佩工灰蝶,Gonerilia pesthis,"Wang & Chou, 1998",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",工灰蝶属,Gonerilia,"Shir?zu & Yamamoto, 1956",,,,宓妮工灰蝶,Gonerilia minerva,"(Leech, 1890)",Cordelia minerva,宓妮珂灰蝶
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",珂灰蝶属,Cordelia,"Shir?zu & Yamamoto, 1956",,,,珂灰蝶,Cordelia comes,"(Leech, 1890)",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",珂灰蝶属,Cordelia,"Shir?zu & Yamamoto, 1956",,,,川陕珂灰蝶,Cordelia koizumii,"Koiwaya, 1996",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",珂灰蝶属,Cordelia,"Shir?zu & Yamamoto, 1956",,,,台湾珂灰蝶,Cordelia wilemaniella,"(Matsumura, 1929)",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",新工灰蝶属,Neogonerilia,"Koiwaya, 2007",,,,冈村新工灰蝶,Neogonerilia okamurai,"Koiwaya, 1996",Gonerilia okamurai,冈村工灰蝶
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",新工灰蝶属,Neogonerilia,"Koiwaya, 2007",,,,菩萨新工灰蝶,Neogonerilia budda,"Sugiyama, 1992",Gonerilia buddha,佛工灰蝶
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",拟工灰蝶属,Pseudogonerilia,"Koiwaya, 2007",,,,北协拟工灰蝶,Pseudogonerilia kitawakii,"(Koiwaya, 1993)",Cordelia kitawakii,北协珂灰蝶
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",黄灰蝶属,Japonica,"Tutt, [1907]",,,,栅黄灰蝶,Japonica saepestriata,"(Hewitson, 1865)",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",黄灰蝶属,Japonica,"Tutt, [1907]",,,,黄灰蝶,Japonica lutea,"(Hewitson, 1865)",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",黄灰蝶属,Japonica,"Tutt, [1907]",,,,台湾黄灰蝶,Japonica patungkoanui,"Murayama, 1956",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",南岭灰蝶属,Nanlingozephyrus,"Wang & Pang, 1998",,,,南岭灰蝶,Nanlingozephyrus bella,"Hsu, 1997",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",璐灰蝶属,Leucantigius,"Shir?zu & Murayama, 1951",,,,璐灰蝶,Leucantigius atayalicus,"(Shir?zu & Murayama, 1943)",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",祖灰蝶属,Protantigius,"Shir?zu & Yamamoto, 1956",,,,祖灰蝶,Protantigius superans,"(Oberthür, 1914)",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",癞灰蝶属,Araragi,"Sibatani & Ito, 1942",,,,癞灰蝶,Araragi enthea,"(Janson, 1877)",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",癞灰蝶属,Araragi,"Sibatani & Ito, 1942",,,,杉山癞灰蝶,Araragi sugiyamai,"Matsui, 1989",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",癞灰蝶属,Araragi,"Sibatani & Ito, 1942",,,,熊猫癞灰蝶,Araragi panda,"Hsu & Chou, 2001",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",青灰蝶属,Antigius,"Sibatani & Ito, 1942",,,,青灰蝶,Antigius attilia,"(Bremer, 1861)",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",青灰蝶属,Antigius,"Sibatani & Ito, 1942",,,,陈氏青灰蝶,Antigius cheni,"Koiwaya, 2004",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",青灰蝶属,Antigius,"Sibatani & Ito, 1942",,,,苏氏青灰蝶,Antigius jinpingi,"Hsu, 2009",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",青灰蝶属,Antigius,"Sibatani & Ito, 1942",,,,巴青灰蝶,Antigius butleri,"(Fenton, [1882])",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",华灰蝶属,Wagimo,"Sibatani & Ito, 1942",,,,黑带华灰蝶,Wagimo signata,"(Butler, [1882])",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",华灰蝶属,Wagimo,"Sibatani & Ito, 1942",,,,华灰蝶,Wagimo sulgeri,"(Oberthür, 1908)",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",华灰蝶属,Wagimo,"Sibatani & Ito, 1942",,,,宝岛晰灰蝶,Wagimo insularis,"Shir?zu, 1957",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",华灰蝶属,Wagimo,"Sibatani & Ito, 1942",,,,朝野晰灰蝶,Wagimo asanoi,"Koiwaya, 1999",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",冷灰蝶属,Ravenna,"Shir?zu & Yamamoto, 1956",,,,冷灰蝶,Ravenna nivea,"(Nire, 1920)",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",虎灰蝶属,Yamamotozephyrus,"Saigusa, 1993",,,,虎灰蝶,Yamamotozephyrus kwangtungensis,"(Forster, 1942)",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",三枝灰蝶属,Saigusaozephyrus,"Koiwaya, 1993",,,,三枝灰蝶,Saigusaozephyrus atabyrius,"(Oberthür, 1914)",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",轭灰蝶属,Euaspa,"Moore, 1884",,,,轭灰蝶,Euaspa milionia,"(Hewitson, 1869)",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",轭灰蝶属,Euaspa,"Moore, 1884",,,,紫轭灰蝶,Euaspa forsteri,"(Esaki & Shir?zu, 1943)",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",轭灰蝶属,Euaspa,"Moore, 1884",,,,武夷山轭灰蝶,Euaspa wuyishana,"Koiwaya, 1996",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",轭灰蝶属,Euaspa,"Moore, 1884",,,,塔轭灰蝶,Euaspa tayal,"(Esaki & Shir?zu, 1943)",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",何华灰蝶属,Howarthia,"Shir?zu & Yamamoto, 1956",,,,何华灰蝶,Howarthia caelestis,"(Leech, 1890)",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",何华灰蝶属,Howarthia,"Shir?zu & Yamamoto, 1956",,,,黑缘何华灰蝶,Howarthia nigricans,"(Leech, 1893)",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",何华灰蝶属,Howarthia,"Shir?zu & Yamamoto, 1956",,,,四川何华灰蝶,Howarthia sakakibarai,"Koiwaya, 2002",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",何华灰蝶属,Howarthia,"Shir?zu & Yamamoto, 1956",,,,金佛山何华灰蝶,Howarthia wakaharai,"Koiwaya, 2002",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",何华灰蝶属,Howarthia,"Shir?zu & Yamamoto, 1956",,,,渡边何华灰蝶,Howarthia watanabei,"Koiwaya, 1993",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",何华灰蝶属,Howarthia,"Shir?zu & Yamamoto, 1956",,,,凯里何华灰蝶,Howarthia hishikawai,"Koiwaya, 2000",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",何华灰蝶属,Howarthia,"Shir?zu & Yamamoto, 1956",,,,陈氏何华灰蝶,Howarthia cheni,"Chou & Wang, 1996",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",何华灰蝶属,Howarthia,"Shir?zu & Yamamoto, 1956",,,,苹果何华灰蝶,Howarthia melli,"(Forster, 1940)",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",哈灰蝶属,Hayashikeia,"Fujioka, 2003",,,,柯氏哈灰蝶,Hayashikeia courvoisieri,"(Oberthür, 1908)",Howarthia courvoisieri,柯氏何华灰蝶
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",哈灰蝶属,Hayashikeia,"Fujioka, 2003",,,,杉山哈灰蝶,Hayashikeia sugiyamai,"(Koiwaya, 2002)",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",哈灰蝶属,Hayashikeia,"Fujioka, 2003",,,,福氏哈灰蝶,Hayashikeia florianii,"(Bozano, 1996)",Teratozephyrus florianii,福氏铁灰蝶
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",哈灰蝶属,Hayashikeia,"Fujioka, 2003",,,,峨嵋哈灰蝶,Hayashikeia koizumii,"(Koiwaya, 2000)",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",铁灰蝶属,Teratozephyrus,"Sibatani, 1946",,,,铁灰蝶,Teratozephyrus arisanus,"(Wileman, 1909)",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",铁灰蝶属,Teratozephyrus,"Sibatani, 1946",,,,促铁灰蝶,Teratozephyrus tsukiyamahiroshii,"Fujioka, 1994",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",铁灰蝶属,Teratozephyrus,"Sibatani, 1946",,,,俞铁灰蝶,Teratozephyrus yugaii,"(Kano, 1928)",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",铁灰蝶属,Teratozephyrus,"Sibatani, 1946",,,,黑铁灰蝶,Teratozephyrus hecale,"(Leech, 1894)",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",铁灰蝶属,Teratozephyrus,"Sibatani, 1946",,,,怒和铁灰蝶,Teratozephyrus nuwai,"Koiwaya, 1996",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",铁灰蝶属,Teratozephyrus,"Sibatani, 1946",,,,千叶铁灰蝶,Teratozephyrus chibahideyukii,"Fujioka, 1994",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",铁灰蝶属,Teratozephyrus,"Sibatani, 1946",,,,享铁灰蝶,Teratozephyrus hinomaru,"Fujioka, 1994",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",仓灰蝶属,Fujiokaozephyrus,"Koiwaya, 2007",,,,仓灰蝶,Fujiokaozephyrus tsangkie,"(Oberthür, 1886)",Teratozephyrus tsangkie,仓铁灰蝶
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",仓灰蝶属,Fujiokaozephyrus,"Koiwaya, 2007",,,,蓝仓灰蝶,Fujiokaozephyrus camurius,"(Murayama, 1986)",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",污灰蝶属,Uedaozephyrus,"Koiwaya, 2007",,,,污灰蝶,Uedaozephyrus kuromon,"(Sugiyama, 1994)",Chrysozephyrus kuromon,库金灰蝶
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",磐灰蝶属,Iwaseozephyrus,"Fujioka, 1994",,,,长磐灰蝶,Iwaseozephyrus longicaudatus,"(Huang, 2001)",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",磐灰蝶属,Iwaseozephyrus,"Fujioka, 1994",,,,毕磐灰蝶,Iwaseozephyrus bieti,"(Oberthür, 1886)",Esakiozephyrus bieti,三点江崎灰蝶
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",磐灰蝶属,Iwaseozephyrus,"Fujioka, 1994",,,,磐灰蝶,Iwaseozephyrus mandara,"(Doherty, 1886)",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",磐灰蝶属,Iwaseozephyrus,"Fujioka, 1994",,,,阿磐灰蝶,Iwaseozephyrus ackeryi,"Fujioka, 1994",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",江崎灰蝶属,Esakiozephyrus,"Shir?zu & Yamamoto, 1956",,,,江崎灰蝶,Esakiozephyrus icanus,"(Moore, [1875])",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",江崎灰蝶属,Esakiozephyrus,"Shir?zu & Yamamoto, 1956",,,,德钦江崎灰蝶,Esakiozephyrus zotelistes,"(Oberthür, 1914)",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",奈斯灰蝶属,Kameiozephyrus,"Koiwaya, 2007",,,,奈斯崎灰蝶,Kameiozephyrus neis,"(Oberthür, 1914)",Esakiozephyrus neis,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",珠灰蝶属,Iratsume,"Sibatani & Ito, 1942",,,,珠灰蝶,Iratsume orsedice,"(Butler, [1882])",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",翠灰蝶属,Neozephyrus,"Sibatani & Ito, 1942",,,,日本翠灰蝶,Neozephyrus japonicus,"(Murray, 1875)",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",翠灰蝶属,Neozephyrus,"Sibatani & Ito, 1942",,,,台湾翠灰蝶,Neozephyrus taiwanus,"(Wileman, 1908)",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",翠灰蝶属,Neozephyrus,"Sibatani & Ito, 1942",,,,上田翠灰蝶,Neozephyrus uedai,"Koiwaya, 1996",,
灰蝶总科,Lycaenidea,,灰蝶科,Lycaenidae,"Leach, 1815",线灰蝶亚科,Theclinae,"Swainson, 1831",线灰蝶族,Theclini,"Swainson, 1831",翠灰蝶属,Neozephyrus,"Sibatani & Ito, 1942",,,,海伦娜翠灰蝶,Neozephyrus helenae,"Howarth, 1957",,
